cleaned_text,label
"the jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. but whites becoming a minority in europe the homeland is a much more serious issue that concerns me greatly .",toxic
"as dead as david lane and the fourteen words are in the eyes of some , yes , he s as good as dead .",normal
"we spent too much time and effort worrying about blacks while the asians and hispanics , were the ones carrying the ball .",toxic
thats either a white guy who s been exposed to a nuclear fallout or a black guy  how many blacks do you see at tour de france ?,normal
"last two times i saw , i saw zero",normal
it is time that we stop talking about losing ground and start doing something about it .,normal
a wind of change is starting to blow .,normal
"the future is ours , as long as we do not sit by and wait to be overrun by the subhumans .",toxic
i sure hope you re right .,normal
"but let me tell you , everywhere i go , it seems like at least half the people i see are nt white .",normal
her forehead sticks out her eyes are small and close together her nose at the tip is bulbous i do nt see anything european about her apart from the fact she s got fair skin .,normal
quit whining about it and go find a beautiful white girl to have babies with .,normal
this fight isnt over yet .,normal
if we can turn immigration around and double the amount of babies we are having plus cut welfare to illegals we will win .,normal
they are in point of fact perpetrating mass murder and the msm suppresses any and all news on a national level .,normal
well i wonder if its started messing with the daughter yet .,toxic
"god, it is sickening to see these young lives taken by feral negroes .",toxic
"god bless them all , to hell with the blacks .",toxic
angela spain was murdered in her home by a drifter negro .,toxic
she was 27 years old and leaves behind a 5 year old daughter .,normal
5810  ran  71385,normal
give and take for the good of all .,normal
a citizen will have the right to bear arms and encouraged to exercise it .,normal
but the duty will be to use those those arms when necessary in defense of the community .,normal
"a noncitizen shall have no such rights , but also no such duty .",normal
then when they re good and pumped up on how awesome they are they ll be knocking on your door asking you to surrender your guns .,normal
is this the obama civilian defense force under a different name ?,normal
yes but most are not even brown or tanned .,normal
did you see the video .,normal
they act quite civilized in the video but i suppose they went on a mugging spree after .,toxic
i am a fan of the german rock band rammstein .,normal
i twice went to their concert in the olympic stadium in moscow  in 2010 and 2012 .,normal
rammstein  18.ich will  20120211  moscow   youtube,normal
