text,label,cleaned_text
"So far , all I 've see is their Facebook page which has news items and the usual Facebook stuff .",noHate,"so far , all i ve see is their facebook page which has news items and the usual facebook stuff ."
Whatever other activities they have been doing I am currently unaware of .,noHate,whatever other activities they have been doing i am currently unaware of .
Just for the record I have never bought a rap record or voted for any black politician .,noHate,just for the record i have never bought a rap record or voted for any black politician .
I have no use for the NBA or any self important black celebrities .,noHate,i have no use for the nba or any self important black celebrities .
I've got the book sitting on my shelf - have n't read it it .,noHate,ive got the book sitting on my shelf  have nt read it it .
It 's a well built hard cover with nice thick pages if anyone is interested .,noHate,it s a well built hard cover with nice thick pages if anyone is interested .
Ca n't comment on the contents yet .,noHate,ca nt comment on the contents yet .
ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,noHate,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy
"7.62x25 IN STOCK http://www.sportsmansguide.com/net/b...95&s=987&stk=19x18INSTOCKhttp://www.sportsmansguide.com/net/b...95&s=958&stk=1HURRYONTHIS!!!7.62X39ARABIC&WOLFINSTOCKhttp://www.sportsmansguide.com/net/b...96&s=953&stk=1223ANDPLENTYOFIThttp://www.sportsmansguide.com/net/b ... 96 & s = 907 & stk = 1 spg 's stocks are up right now get it fast !!! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jgsales has almost everything IN STOCK !!! they have alot of 308 surplus ammo in stock about the only place i have seen with it in stock .308 ammo http://www.jgsales.com/index.php/amm ... o-/cPath/12 _ 43 check out the rest of there stuff too they have alot of ammo and guns in stock right now not sure weather to post this here but how much is brass going for i have ample supply of 223 and some 30-06 , anyone interested pm me , will barter for 7.62x39 or .38 spec .",noHate,"x in stock  ...   s    stk   spg s stocks are up right now get it fast !!!                               jgsales has almost everything in stock !!! they have alot of  surplus ammo in stock about the only place i have seen with it in stock . ammo  ... ocpath   check out the rest of there stuff too they have alot of ammo and guns in stock right now not sure weather to post this here but how much is brass going for i have ample supply of  and some  , anyone interested pm me , will barter for .x or . spec ."
"Yea, I 'm not sure it 's authenithic .",noHate,"yea, i m not sure it s authenithic ."
"It 's a good read , and tells the truth .",noHate,"it s a good read , and tells the truth ."
But I 've seen it several times in the past two or three years .,noHate,but i ve seen it several times in the past two or three years .
Responding to edit comment .,noHate,responding to edit comment .
"Yes , I figured that out on my own a few hours later .",noHate,"yes , i figured that out on my own a few hours later ."
I had an Ohhhh lightbulb moment .,noHate,i had an ohhhh lightbulb moment .
A fine shirt it is .,noHate,a fine shirt it is .
I will be purchasing the kit next week .,noHate,i will be purchasing the kit next week .
"The wait is a bit long , but I am interested .",noHate,"the wait is a bit long , but i am interested ."
I have a Bear compound bow I bought many years ago .,noHate,i have a bear compound bow i bought many years ago .
I had it restrung a couple years ago but have n't taken it out since .,noHate,i had it restrung a couple years ago but have nt taken it out since .
Good back up because you just never know .,noHate,good back up because you just never know .
I believe that every manufacturer uses the same thread for their dies and their die press .,noHate,i believe that every manufacturer uses the same thread for their dies and their die press .
So far everything has been interchangeable with no problems for me .,noHate,so far everything has been interchangeable with no problems for me .
A History of Everyday Things in England 1066-1499 .,noHate,a history of everyday things in england  .
"It was written for schoolchildren about 100 years ago , but I like it .",noHate,"it was written for schoolchildren about  years ago , but i like it ."
